date,1. open,2. high,3. low,4. close,5. volume
2015-01-30 08:35:00,26.2964,26.2964,26.2542,26.2631,202252.0
2015-01-30 08:30:00,26.2742,26.3053,26.2542,26.2964,229512.0
2015-01-30 08:25:00,26.2964,26.2964,26.2698,26.2742,153128.0
2015-01-30 08:20:00,26.2764,26.3053,26.2742,26.3031,52972.0
2015-01-30 08:15:00,26.292,26.3186,26.2786,26.2786,168836.0
2015-01-30 08:10:00,26.2676,26.2875,26.2587,26.2875,178288.0
2015-01-30 08:05:00,26.2476,26.2742,26.2343,26.272,276040.0
2015-01-30 08:00:00,26.2653,26.3852,26.2298,26.2476,463684.0
2015-01-30 07:55:00,26.2831,26.2831,26.2587,26.2653,43680.0
2015-01-30 07:50:00,26.2875,26.2875,26.2786,26.2853,15200.0
2015-01-30 07:45:00,26.2964,26.2964,26.2875,26.2897,24000.0
2015-01-30 07:40:00,26.2964,26.2964,26.2875,26.2964,79400.0
2015-01-30 07:35:00,26.2742,26.2964,26.2742,26.2964,30564.0
2015-01-30 07:30:00,26.2831,26.2942,26.2764,26.2831,20276.0
2015-01-30 07:25:00,26.2853,26.2875,26.272,26.2853,21688.0
2015-01-30 07:20:00,26.2676,26.2897,26.2676,26.2897,4440.0
2015-01-30 07:15:00,26.2631,26.2698,26.2631,26.2676,11400.0
2015-01-30 07:10:00,26.2587,26.2742,26.2343,26.2565,51164.0
2015-01-30 07:05:00,26.2764,26.2942,26.2742,26.2742,32680.0
2015-01-30 07:00:00,26.272,26.2942,26.272,26.2742,12136.0
2015-01-30 06:55:00,26.2476,26.2476,26.2431,26.2476,2960.0
2015-01-30 06:50:00,26.2542,26.2542,26.2431,26.2431,6656.0
2015-01-30 06:45:00,26.292,26.292,26.2565,26.2565,1600.0
2015-01-30 06:40:00,26.3075,26.3186,26.3053,26.3053,8000.0
2015-01-30 06:35:00,26.3164,26.3164,26.3053,26.3053,5600.0
2015-01-30 06:20:00,26.272,26.2986,26.2698,26.2986,3192.0
2015-01-30 06:15:00,26.2742,26.2742,26.252,26.252,4940.0
2015-01-30 06:10:00,26.2631,26.2631,26.2431,26.2431,6888.0
2015-01-30 06:05:00,26.2631,26.2631,26.2298,26.2298,1372.0
2015-01-30 06:00:00,26.2631,26.2631,26.2609,26.2631,12428.0
2015-01-30 05:55:00,26.2298,26.2609,26.2298,26.2609,3860.0
2015-01-30 05:50:00,26.2298,26.2298,26.2076,26.2076,5704.0
2015-01-30 05:45:00,26.2431,26.2431,26.2076,26.2387,3960.0
2015-01-30 05:40:00,26.2631,26.2631,26.2631,26.2631,400.0
2015-01-30 05:35:00,26.2631,26.2631,26.2631,26.2631,724.0
2015-01-30 05:25:00,26.2786,26.2786,26.2786,26.2786,1904.0
2015-01-30 05:20:00,26.2942,26.2942,26.2942,26.2942,1200.0
2015-01-30 05:10:00,26.292,26.3297,26.2676,26.2676,13480.0
2015-01-30 05:00:00,26.2742,26.2742,26.2742,26.2742,19696.0
2015-01-30 04:55:00,26.2742,26.2764,26.2742,26.2764,3000.0
2015-01-30 04:45:00,26.2786,26.2786,26.2742,26.2764,4100.0
2015-01-30 04:40:00,26.2764,26.2764,26.2764,26.2764,6920.0
2015-01-30 04:30:00,26.2786,26.2786,26.272,26.272,7956.0
2015-01-30 04:25:00,26.3297,26.3297,26.3297,26.3297,400.0
2015-01-30 04:20:00,26.3585,26.3585,26.3585,26.3585,2000.0
2015-01-30 04:15:00,26.3275,26.3408,26.3186,26.3408,2688.0
2015-01-30 04:00:00,26.3852,26.3852,26.3852,26.3852,400.0
2015-01-29 19:55:00,26.3963,26.4185,26.3896,26.4185,43952.0
2015-01-29 19:50:00,26.4074,26.4185,26.3985,26.3985,8200.0
2015-01-29 19:45:00,26.4074,26.4229,26.3985,26.4074,30412.0
2015-01-29 19:40:00,26.4051,26.4074,26.3918,26.4074,4700.0
2015-01-29 19:35:00,26.4051,26.4074,26.4051,26.4051,17040.0
2015-01-29 19:30:00,26.4051,26.4074,26.4051,26.4051,14840.0
2015-01-29 19:25:00,26.414,26.414,26.4051,26.4051,24156.0
2015-01-29 19:20:00,26.4074,26.4406,26.4074,26.414,17808.0
2015-01-29 19:15:00,26.4295,26.4295,26.4074,26.4074,21824.0
2015-01-29 19:10:00,26.4406,26.4406,26.4229,26.4406,25200.0
2015-01-29 19:05:00,26.4495,26.4517,26.4295,26.4295,11420.0
2015-01-29 19:00:00,26.454,26.454,26.4451,26.4451,1700.0
2015-01-29 18:55:00,26.4273,26.454,26.4273,26.454,17784.0
2015-01-29 18:50:00,26.4318,26.4429,26.4318,26.4429,9336.0
2015-01-29 18:45:00,26.4384,26.4406,26.4362,26.4362,24400.0
2015-01-29 18:40:00,26.4295,26.4429,26.4229,26.4384,27884.0
2015-01-29 18:35:00,26.434,26.434,26.4118,26.414,39880.0
2015-01-29 18:30:00,26.4717,26.4717,26.394,26.394,74296.0
2015-01-29 18:25:00,26.4806,26.4806,26.4673,26.4717,40544.0
2015-01-29 18:20:00,26.4695,26.4806,26.4695,26.4784,58844.0
2015-01-29 18:15:00,26.4606,26.4717,26.4562,26.4695,101280.0
2015-01-29 18:10:00,26.4429,26.4584,26.3852,26.4584,169556.0
2015-01-29 18:05:00,26.4473,26.4495,26.4406,26.4429,13524.0
2015-01-29 18:00:00,26.4473,26.4473,26.4406,26.4473,17860.0
2015-01-29 17:55:00,26.4384,26.4473,26.4384,26.4406,3520.0
2015-01-29 17:50:00,26.4406,26.4495,26.434,26.4495,114816.0
2015-01-29 17:45:00,26.4384,26.4406,26.4229,26.4406,77600.0
2015-01-29 17:40:00,26.4295,26.4384,26.4229,26.4384,47664.0
2015-01-29 17:35:00,26.4273,26.4295,26.4229,26.4229,21768.0
2015-01-29 17:30:00,26.4295,26.4295,26.4207,26.4251,55052.0
2015-01-29 17:25:00,26.4273,26.4295,26.4229,26.4295,64796.0
2015-01-29 17:20:00,26.4185,26.4273,26.4162,26.4251,68428.0
2015-01-29 17:15:00,26.4185,26.4251,26.4185,26.4251,28200.0
2015-01-29 17:10:00,26.4273,26.4273,26.4118,26.4185,35980.0
2015-01-29 17:05:00,26.4185,26.4251,26.4185,26.4251,53556.0
2015-01-29 17:00:00,26.4051,26.4229,26.4051,26.4229,74880.0
2015-01-29 16:55:00,26.4029,26.4051,26.0788,26.4051,13100.0
2015-01-29 16:50:00,26.4162,26.4207,26.394,26.4029,27844.0
2015-01-29 16:45:00,26.4074,26.414,26.3852,26.414,154680.0
2015-01-29 16:40:00,26.3852,26.4185,26.3852,26.4185,270112.0
2015-01-29 16:35:00,26.3852,26.4029,26.3763,26.4029,54376.0
2015-01-29 16:30:00,26.3852,26.4074,26.3785,26.3852,59716.0
2015-01-29 16:25:00,26.4207,26.4207,26.3741,26.3852,424428.0
2015-01-29 16:20:00,26.4118,26.4229,25.8666,26.4162,168216.0
2015-01-29 16:15:00,26.3852,26.4185,26.3852,26.4118,93512.0
2015-01-29 16:10:00,26.3918,26.4051,25.8163,26.4051,205476.0
2015-01-29 16:05:00,26.3741,26.394,26.3519,26.394,110244.0
2015-01-29 16:00:00,26.3852,26.3963,26.0301,26.3741,8407096.0
2015-01-29 15:55:00,26.3674,26.394,26.3319,26.394,8183812.0
2015-01-29 15:50:00,26.434,26.4473,26.3652,26.3674,4948356.0
2015-01-29 15:45:00,26.4295,26.4495,26.4162,26.434,5209772.0
2015-01-29 15:40:00,26.4295,26.434,26.4074,26.4273,4552168.0
2015-01-29 15:35:00,26.3874,26.4295,26.3696,26.4295,3634404.0
2015-01-29 15:30:00,26.4083,26.4185,26.2274,26.3874,3417412.0
2015-01-29 15:25:00,26.4076,26.4251,26.3963,26.4074,4387648.0
2015-01-29 15:20:00,26.3729,26.4107,26.3552,26.4074,4148160.0
2015-01-29 15:15:00,26.3452,26.3741,26.3164,26.3741,3390776.0
2015-01-29 15:10:00,26.4007,26.4051,26.3408,26.3452,3168788.0
2015-01-29 15:05:00,26.3741,26.4096,26.3718,26.4007,3360312.0
2015-01-29 15:00:00,26.394,26.4229,26.3652,26.3741,7009352.0
2015-01-29 14:55:00,26.3608,26.3963,26.3408,26.394,4846776.0
2015-01-29 14:50:00,26.272,26.363,26.272,26.363,3630536.0
2015-01-29 14:45:00,26.3075,26.3164,26.2676,26.272,3624580.0
2015-01-29 14:40:00,26.3375,26.343,26.2986,26.3075,2814312.0
2015-01-29 14:35:00,26.3718,26.3807,26.3164,26.3341,5021444.0
2015-01-29 14:30:00,26.3075,26.3718,26.3031,26.3718,5619084.0
2015-01-29 14:25:00,26.2676,26.3119,26.2565,26.3097,5466536.0
2015-01-29 14:20:00,26.2365,26.2853,26.2298,26.2698,4856224.0
2015-01-29 14:15:00,26.2187,26.2409,26.2143,26.2365,3118224.0
2015-01-29 14:10:00,26.181,26.2298,26.1477,26.2167,4799936.0
2015-01-29 14:05:00,26.1899,26.2054,26.1699,26.181,3068504.0
2015-01-29 14:00:00,26.1788,26.2032,26.1766,26.1899,3226092.0
2015-01-29 13:55:00,26.1877,26.2032,26.1743,26.1766,3079164.0
2015-01-29 13:50:00,26.1777,26.2121,26.1699,26.1854,7695168.0
2015-01-29 13:45:00,26.1322,26.1788,26.0922,26.1766,3864404.0
2015-01-29 13:40:00,26.0989,26.1364,26.0922,26.1311,3076672.0
2015-01-29 13:35:00,26.0689,26.1011,26.0678,26.0987,2699796.0
2015-01-29 13:30:00,26.0745,26.0856,26.0567,26.0687,1589924.0
2015-01-29 13:25:00,26.0257,26.0834,26.019,26.0743,3878024.0
2015-01-29 13:20:00,26.0212,26.039,26.0119,26.0234,1594592.0
2015-01-29 13:15:00,26.0213,26.0365,26.0124,26.019,1430980.0
2015-01-29 13:10:00,26.0021,26.0345,25.997,26.0212,1588164.0
2015-01-29 13:05:00,26.0079,26.0323,25.9857,26.0035,1316916.0
2015-01-29 13:00:00,26.0193,26.0323,26.0024,26.0101,1597308.0
2015-01-29 12:55:00,26.0124,26.0323,25.9857,26.0212,1717544.0
2015-01-29 12:50:00,25.999,26.0146,25.9658,26.0124,1382972.0
2015-01-29 12:45:00,25.9813,26.019,25.9702,25.9969,1329780.0
2015-01-29 12:40:00,26.0146,26.0323,25.9791,25.9835,1833320.0
2015-01-29 12:35:00,26.0057,26.0301,25.9932,26.0101,1233940.0
2015-01-29 12:30:00,26.0104,26.0257,25.9924,26.0065,1205160.0
2015-01-29 12:25:00,26.0405,26.0412,25.9813,26.0124,1591424.0
2015-01-29 12:20:00,26.0556,26.0598,25.9879,26.039,3203656.0
2015-01-29 12:15:00,26.0634,26.0723,26.0501,26.0545,1809824.0
2015-01-29 12:10:00,26.0434,26.0701,26.0345,26.0634,2195828.0
2015-01-29 12:05:00,26.0434,26.0634,26.0301,26.0456,3342960.0
2015-01-29 12:00:00,26.0303,26.0612,26.0257,26.0456,3519076.0
2015-01-29 11:55:00,26.0157,26.0678,25.999,26.0301,5186968.0
2015-01-29 11:50:00,25.9746,26.0345,25.9702,26.0168,3725016.0
2015-01-29 11:45:00,25.897,25.9879,25.8848,25.968,3047844.0
2015-01-29 11:40:00,25.948,25.948,25.8885,25.8948,2491732.0
2015-01-29 11:35:00,25.9546,25.9658,25.928,25.948,1504252.0
2015-01-29 11:30:00,25.928,25.9724,25.9103,25.9635,3291344.0
2015-01-29 11:25:00,26.0057,26.0057,25.9125,25.9258,2516420.0
2015-01-29 11:20:00,25.9547,26.019,25.9547,26.0046,2190928.0
2015-01-29 11:15:00,25.999,26.0323,25.9369,25.9569,3676260.0
2015-01-29 11:10:00,25.9946,26.0124,25.9761,25.999,3521052.0
2015-01-29 11:05:00,25.9258,25.9926,25.9014,25.9924,2881436.0
2015-01-29 11:00:00,25.9325,25.9613,25.9214,25.926,1868496.0
2015-01-29 10:55:00,25.8279,25.9591,25.8171,25.9325,2995920.0
2015-01-29 10:50:00,25.8814,25.8925,25.7993,25.8259,3350500.0
2015-01-29 10:45:00,25.9036,25.9125,25.8193,25.8814,4124200.0
2015-01-29 10:40:00,25.9433,25.9524,25.8615,25.9045,3368736.0
2015-01-29 10:35:00,25.9835,25.9857,25.8615,25.942,5221192.0
2015-01-29 10:30:00,26.0234,26.0345,25.968,25.9835,4084196.0
2015-01-29 10:25:00,25.9635,26.0301,25.948,26.0212,4611284.0
2015-01-29 10:20:00,25.999,26.0257,25.9402,25.9635,4231156.0
2015-01-29 10:15:00,25.9413,26.0279,25.9192,25.999,4708656.0
2015-01-29 10:10:00,25.9813,26.0057,25.9214,25.9413,3913732.0
2015-01-29 10:05:00,26.0071,26.0312,25.9436,25.9835,6642428.0
2015-01-29 10:00:00,25.9502,26.019,25.9081,26.0077,8598296.0
2015-01-29 09:55:00,25.8515,25.9613,25.8326,25.9502,7730428.0
2015-01-29 09:50:00,25.7083,25.857,25.6773,25.8516,6322800.0
2015-01-29 09:45:00,25.715,25.7727,25.644,25.7083,6451448.0
2015-01-29 09:40:00,25.7749,25.7749,25.6573,25.715,5778832.0
2015-01-29 09:35:00,25.7949,25.8659,25.7327,25.7727,6378932.0
2015-01-29 09:30:00,25.8215,25.8881,25.7061,25.7995,11318864.0
2015-01-29 09:25:00,25.8171,25.8326,25.7993,25.8171,295296.0
2015-01-29 09:20:00,25.8237,25.8282,25.8082,25.8193,90600.0
2015-01-29 09:15:00,25.7904,25.8193,25.7882,25.8193,49816.0
2015-01-29 09:10:00,25.806,25.8126,25.7904,25.7993,52272.0
2015-01-29 09:05:00,25.8104,25.8237,25.7971,25.7971,74276.0
2015-01-29 09:00:00,25.8126,25.8149,25.7904,25.8126,252652.0
2015-01-29 08:55:00,25.8015,25.8215,25.8015,25.8082,136428.0
2015-01-29 08:50:00,25.786,25.8082,25.7838,25.8015,103984.0
2015-01-29 08:45:00,25.8082,25.8104,25.7683,25.7904,129700.0
2015-01-29 08:40:00,25.8149,25.8149,25.7971,25.7993,82652.0
2015-01-29 08:35:00,25.8259,25.8348,25.8082,25.8193,89836.0
2015-01-29 08:30:00,25.7949,25.8393,25.786,25.8171,188112.0
2015-01-29 08:25:00,25.7793,25.7971,25.7683,25.7971,96380.0
2015-01-29 08:20:00,25.7283,25.7749,25.7239,25.7749,99504.0
2015-01-29 08:15:00,25.7172,25.7261,25.6861,25.7261,99012.0
2015-01-29 08:10:00,25.7327,25.735,25.6861,25.7172,85320.0
2015-01-29 08:05:00,25.7527,25.7616,25.7194,25.7372,118028.0
2015-01-29 08:00:00,25.7638,25.8437,25.5419,25.7549,333572.0
2015-01-29 07:55:00,25.786,25.786,25.7572,25.7572,10200.0
2015-01-29 07:50:00,25.786,25.7882,25.7749,25.786,8800.0
2015-01-29 07:45:00,25.7816,25.786,25.7461,25.786,13200.0
2015-01-29 07:40:00,25.7882,25.7904,25.7816,25.7816,17940.0
2015-01-29 07:35:00,25.8104,25.8193,25.8104,25.8171,20204.0
2015-01-29 07:30:00,25.8082,25.8104,25.8082,25.8104,24800.0
2015-01-29 07:25:00,25.8193,25.8193,25.8082,25.8082,15920.0
2015-01-29 07:20:00,25.8126,25.8126,25.8082,25.8082,17300.0
2015-01-29 07:15:00,25.837,25.8504,25.8237,25.8237,36228.0
2015-01-29 07:10:00,25.8193,25.8504,25.7882,25.8504,38500.0
2015-01-29 07:05:00,25.8082,25.8526,25.8082,25.8304,39992.0
2015-01-29 07:00:00,25.7838,25.8082,25.7838,25.7971,98444.0
2015-01-29 06:55:00,25.7816,25.7838,25.7793,25.7793,26800.0
2015-01-29 06:50:00,25.7838,25.7838,25.7838,25.7838,27640.0
2015-01-29 06:45:00,25.7838,25.7838,25.7838,25.7838,10096.0
2015-01-29 06:40:00,25.7749,25.7838,25.7749,25.7838,12304.0
2015-01-29 06:35:00,25.7749,25.786,25.7749,25.7816,36784.0
2015-01-29 06:30:00,25.7816,25.786,25.7749,25.7749,9912.0
2015-01-29 06:25:00,25.7793,25.786,25.7638,25.786,17804.0
2015-01-29 06:20:00,25.766,25.7816,25.766,25.7816,13308.0
2015-01-29 06:15:00,25.7816,25.7838,25.7638,25.7638,4648.0
2015-01-29 06:10:00,25.766,25.7816,25.7638,25.7816,10656.0
2015-01-29 06:05:00,25.7838,25.786,25.7749,25.786,6656.0
2015-01-29 06:00:00,25.7838,25.7838,25.7838,25.7838,3900.0
2015-01-29 05:50:00,25.7816,25.7838,25.7416,25.7416,4800.0
2015-01-29 05:45:00,25.7705,25.7705,25.7705,25.7705,400.0
2015-01-29 05:40:00,25.7461,25.7527,25.7416,25.7416,5400.0
2015-01-29 05:35:00,25.786,25.786,25.786,25.786,400.0
2015-01-29 05:30:00,25.786,25.786,25.786,25.786,12900.0
2015-01-29 05:25:00,25.786,25.786,25.786,25.786,4400.0
2015-01-29 05:20:00,25.786,25.786,25.786,25.786,10400.0
2015-01-29 05:15:00,25.7438,25.7438,25.7416,25.7416,3220.0
2015-01-29 05:10:00,25.786,25.786,25.786,25.786,400.0
2015-01-29 05:00:00,25.786,25.786,25.786,25.786,2716.0
2015-01-29 04:50:00,25.786,25.786,25.786,25.786,6640.0
2015-01-29 04:25:00,25.7971,25.7971,25.7971,25.7971,800.0
2015-01-29 04:15:00,25.786,25.8193,25.786,25.8193,3600.0
2015-01-29 04:00:00,25.6773,25.6773,25.6773,25.6773,400.0
2015-01-28 19:55:00,25.6795,25.6839,25.6773,25.6817,65592.0
2015-01-28 19:50:00,25.6817,25.6817,25.6773,25.6773,6000.0
2015-01-28 19:45:00,25.6751,25.6839,25.6751,25.6795,32980.0
2015-01-28 19:40:00,25.664,25.6839,25.6551,25.664,31828.0
