epoch,train_loss,val_loss,train_cosine_similarity,train_std_ctx,train_std_tgt,train_loss_near,train_loss_med,train_loss_far_pooled,train_loss_near_weighted,train_loss_med_weighted,train_loss_far_weighted,train_loss_total
42,0.029298878586156426,0.05322031824450408,0.9882396909084109,0.5477737160348102,0.5686267983188945,0.007240555475553426,0.009518283824513548,0.012540039162599168,0.007240555475553426,0.009518283824513548,0.012540039162599168,0.029298878586156426
43,0.028779168734172595,0.05242467059620789,0.9885822478578894,0.5412859896928566,0.5617960104461532,0.007301180681357809,0.009352281055469785,0.012125706866136572,0.007301180681357809,0.009352281055469785,0.012125706866136572,0.028779168734172595
44,0.028302469789899514,0.05276720618296947,0.9888970953983497,0.5346187573770134,0.5548412036665237,0.007364544213507633,0.009192957949325524,0.011744967528016856,0.007364544213507633,0.009192957949325524,0.011744967528016856,0.028302469789899514
45,0.027799970889721293,0.05182860107826335,0.9892139279216693,0.5280291481735957,0.5479470954909509,0.007411206804874523,0.009024645863049432,0.011364118102166122,0.007411206804874523,0.009024645863049432,0.011364118102166122,0.027799970889721293
46,0.027368969986349016,0.05043509183451533,0.989493067669605,0.5213118971052749,0.5409801348796865,0.007469810979590026,0.008871019116824091,0.011028139796674004,0.007469810979590026,0.008871019116824091,0.011028139796674004,0.027368969986349016
47,0.026840246730170197,0.0501057965947049,0.989804906986695,0.5140279105849029,0.5334096846494886,0.007503991578036703,0.008674454996851145,0.010661800102541707,0.007503991578036703,0.008674454996851145,0.010661800102541707,0.026840246730170197
48,0.026358837704302855,0.049309511256537264,0.9901038731823969,0.5061316806308472,0.5252670473650675,0.007565816478464156,0.008485791879932484,0.010307229324681325,0.007565816478464156,0.008485791879932484,0.010307229324681325,0.026358837704302855
49,0.025890764286381436,0.04926391442173294,0.9903929632836284,0.4987965091568989,0.5176591217847161,0.007623141640488532,0.008305263823253303,0.009962358793696564,0.007623141640488532,0.008305263823253303,0.009962358793696564,0.025890764286381436
50,0.025482890003191008,0.04896425679326057,0.990662240685679,0.49193371737694874,0.5105520438258819,0.007699167833776723,0.008148268413169114,0.009635453755601993,0.007699167833776723,0.008148268413169114,0.009635453755601993,0.025482890003191008
51,0.024897298474605735,0.04956294878252915,0.9910377906172315,0.4840120704052198,0.5022136181675269,0.007789123126110113,0.007926843276386309,0.009181332061818457,0.007789123126110113,0.007926843276386309,0.009181332061818457,0.024897298474605735
52,0.024395194077010147,0.04912960712930986,0.9913183513267264,0.4763558720192198,0.4943014347503857,0.007821637861821698,0.007712984405514573,0.008860571783303555,0.007821637861821698,0.007712984405514573,0.008860571783303555,0.024395194077010147
53,0.024144836230646016,0.050373922727469884,0.9914411159839419,0.47291615238999796,0.49076011735760705,0.007791785163115401,0.007636438476986853,0.008716612587327869,0.007791785163115401,0.007636438476986853,0.008716612587327869,0.024144836230646016
54,0.02415890898298246,0.05064523792160409,0.991460748469632,0.47194852400056564,0.48980027466024484,0.007818987952591594,0.007665227328102974,0.008674693691353853,0.007818987952591594,0.007665227328102974,0.008674693691353853,0.02415890898298246
55,0.024359371176102707,0.051071284165872,0.9914066593949966,0.47255049086078094,0.4905111357899002,0.007879761938463629,0.007774822731008393,0.008704786511776115,0.007879761938463629,0.007774822731008393,0.008704786511776115,0.024359371176102707
56,0.02462218296894217,0.052209283757422655,0.9913105733322175,0.4744581442264562,0.492548205164256,0.007922434675743937,0.007915394915170062,0.008784353381887242,0.007922434675743937,0.007915394915170062,0.008784353381887242,0.02462218296894217
57,0.024989170835286543,0.053754676173308064,0.9911579562155581,0.47735531693993355,0.4956746100556126,0.007967798555789525,0.008090988104488927,0.008930384145421877,0.007967798555789525,0.008090988104488927,0.008930384145421877,0.024989170835286543
58,0.02529516626015635,0.0557071419033621,0.9910232282310559,0.4796327770744239,0.49814064751343173,0.00799900122779262,0.008230871693951525,0.009065293303037382,0.00799900122779262,0.008230871693951525,0.009065293303037382,0.02529516626015635
59,0.025641064774450842,0.056728994926171644,0.9908651264991549,0.4825430950407165,0.5012540159880786,0.008027392429253344,0.008385653349632675,0.009228018928031071,0.008027392429253344,0.008385653349632675,0.009228018928031071,0.025641064774450842
60,0.025994011615171453,0.05790247061688985,0.9906916234704012,0.4859843654609517,0.5049488655605369,0.008040205926058083,0.00853964514536423,0.009414160518665175,0.008040205926058083,0.00853964514536423,0.009414160518665175,0.025994011615171453
61,0.026401346400174316,0.06018762895837426,0.990500029361709,0.4895037929244463,0.5087272715831989,0.008076908332501532,0.008706194000030502,0.009618244000108531,0.008076908332501532,0.008706194000030502,0.009618244000108531,0.026401346400174316
62,0.02683397229421287,0.06178284141102008,0.9902888792489773,0.4941205396754307,0.5135716534945187,0.008098947644511557,0.008891634546601064,0.009843390076086748,0.008098947644511557,0.008891634546601064,0.009843390076086748,0.02683397229421287
63,0.027351237535065052,0.06417985136753747,0.9900487415204391,0.49935649751135,0.5190911885783158,0.008151190307824898,0.009103465848473718,0.010096581288721432,0.008151190307824898,0.009103465848473718,0.010096581288721432,0.027351237535065052
64,0.02785752534362081,0.0659746043117983,0.9898045946385979,0.504735690824564,0.5247219586075998,0.008191212016101207,0.00930859381976172,0.010357719420285598,0.008191212016101207,0.00930859381976172,0.010357719420285598,0.02785752534362081
65,0.028366835548629912,0.06789729382310594,0.9895491418094267,0.5105268986514919,0.530782433339904,0.008219869809935271,0.009510336189083137,0.010636629429980289,0.008219869809935271,0.009510336189083137,0.010636629429980289,0.028366835548629912
66,0.02872661022644346,0.06902903804023351,0.9893514814462451,0.5159237712457035,0.5363212808225695,0.008214289847972355,0.009655360077142468,0.010856960197776886,0.008214289847972355,0.009655360077142468,0.010856960197776886,0.02872661022644346
67,0.029157345841808544,0.07056441736806716,0.9891297837811939,0.5206165104610485,0.5412733018068977,0.00823803327126089,0.009816709696186593,0.011102602783672881,0.00823803327126089,0.009816709696186593,0.011102602783672881,0.029157345841808544
68,0.02954217019228481,0.07311664634783353,0.9889193429966658,0.525904873128754,0.546721740569199,0.008237867335047964,0.00996444208511455,0.011339860645416115,0.008237867335047964,0.00996444208511455,0.011339860645416115,0.02954217019228481
69,0.02982939226110337,0.0732288323076708,0.988749922392118,0.5304170705336892,0.551371129507518,0.008222890415136285,0.01007131278226718,0.011535188997452513,0.008222890415136285,0.01007131278226718,0.011535188997452513,0.02982939226110337
70,0.030141011078569275,0.07545753802571978,0.9885665005412549,0.5346671659808132,0.5558113552918091,0.008206075287002103,0.010188405376277576,0.01174653028858342,0.008206075287002103,0.010188405376277576,0.01174653028858342,0.030141011078569275
71,0.030321273065136118,0.07713040778679507,0.9884445003712374,0.5385212862030577,0.5597049233333841,0.008174286055435215,0.010255031803499352,0.011891955069847693,0.008174286055435215,0.010255031803499352,0.011891955069847693,0.030321273065136118
72,0.03058111697219271,0.07790006979235581,0.9882902190994821,0.5418876020947873,0.5632274844863797,0.008165222230542307,0.010343108561600029,0.012072786061062338,0.008165222230542307,0.010343108561600029,0.012072786061062338,0.03058111697219271
73,0.030691745042677413,0.08028247164828436,0.9881986997074844,0.5452451625252297,0.566588987056063,0.008126989956970908,0.010377566821523299,0.012187188174781384,0.008126989956970908,0.010377566821523299,0.012187188174781384,0.030691745042677413
74,0.030686876481882612,0.08071925483111825,0.988155336340488,0.5477635911485766,0.5690887563795016,0.008061867243306741,0.010374755172820464,0.01225025393711969,0.008061867243306741,0.010374755172820464,0.01225025393711969,0.030686876481882612
75,0.030645827057858857,0.08013211347694908,0.9881205805757428,0.5506893189737151,0.5719555563689596,0.007978806681210659,0.01035946025255841,0.012307559972299644,0.007978806681210659,0.01035946025255841,0.012307559972299644,0.030645827057858857
76,0.030678049861890835,0.08489795800830637,0.988069232738479,0.5534239165196762,0.5746853758287693,0.00792804145503748,0.010376183034399349,0.012373825292056684,0.00792804145503748,0.010376183034399349,0.012373825292056684,0.030678049861890835
77,0.03067611190567606,0.0834410812439663,0.9880254962661649,0.5564955998191518,0.5776943013648301,0.007859013348853843,0.010382107756157194,0.012434990725413129,0.007859013348853843,0.010382107756157194,0.012434990725413129,0.03067611190567606
78,0.030630876415650984,0.08499485898230758,0.9880021968599182,0.5590484961455698,0.5801899932036743,0.007786350962783092,0.010370202172156525,0.01247432323311615,0.007786350962783092,0.010370202172156525,0.01247432323311615,0.030630876415650984
79,0.030574430850493974,0.08541265704802105,0.987989193909076,0.5615562016134104,0.5825876223118924,0.007721915316268884,0.01035281733059175,0.012499698094292981,0.007721915316268884,0.01035281733059175,0.012499698094292981,0.030574430850493974
80,0.030517902333309966,0.08335437540497098,0.9879843220526342,0.563522398060198,0.5844875796394453,0.007667021223894469,0.010338724801800528,0.012512156198274612,0.007667021223894469,0.010338724801800528,0.012512156198274612,0.030517902333309966
81,0.03037108312932085,0.08505901545286179,0.9880250996976926,0.5651070694567749,0.5859331599750571,0.007604085575295252,0.010294621286769681,0.012472376130902059,0.007604085575295252,0.010294621286769681,0.012472376130902059,0.03037108312932085
82,0.03024344818759195,0.08530201254678624,0.9880605463494253,0.5661967488118956,0.5869047072052297,0.007550377109942144,0.010256225945561795,0.012436844934632188,0.007550377109942144,0.010256225945561795,0.012436844934632188,0.03024344818759195
83,0.03003643838771058,0.08299951941839286,0.9881188035505253,0.5673565748482119,0.5879057659793295,0.00746316925071962,0.010191128277914465,0.01238214068155921,0.00746316925071962,0.010191128277914465,0.01238214068155921,0.03003643838771058
84,0.02993842350442518,0.08404050996260984,0.988137661340487,0.5685020453857453,0.5889695026597924,0.007409595823923939,0.010162184638799636,0.012366642958088392,0.007409595823923939,0.010162184638799636,0.012366642958088392,0.02993842350442518
85,0.02972211654282571,0.08469528369605542,0.98820360054298,0.5698394389277663,0.5901212758945497,0.007327568417579676,0.010090947403310083,0.012303600581723024,0.007327568417579676,0.010090947403310083,0.012303600581723024,0.02972211654282571
86,0.029408449888517513,0.08379120675048658,0.9883138333236315,0.5704404547069613,0.5905098902751069,0.007231921935839918,0.009983532479321018,0.012192995308059685,0.007231921935839918,0.009983532479321018,0.012192995308059685,0.029408449888517513
87,0.029159550802030944,0.08470072830095887,0.9883912715299353,0.5709861545766914,0.5908907111013791,0.007143422715540831,0.009897083947074841,0.01211904402364313,0.007143422715540831,0.009897083947074841,0.01211904402364313,0.029159550802030944
88,0.02884342623823091,0.08343251585694296,0.9885007486323625,0.5714538396228084,0.5911506624346938,0.007050427646782682,0.009781054594137228,0.012011943859670785,0.007050427646782682,0.009781054594137228,0.012011943859670785,0.02884342623823091
89,0.028583105244462826,0.08303529702659164,0.988582671923532,0.5720268809005041,0.5915526266091437,0.006962020523866731,0.0096847929719074,0.011936291668934552,0.006962020523866731,0.0096847929719074,0.011936291668934552,0.028583105244462826
90,0.028343486306334726,0.08588532233344658,0.9886579843680503,0.572259724222494,0.5916500337710038,0.006881356832329493,0.00959566542724384,0.011866463950284607,0.006881356832329493,0.00959566542724384,0.011866463950284607,0.028343486306334726
91,0.02806843871003768,0.08367277957232935,0.9887519033409614,0.5725130198410203,0.591716905983772,0.0068044668322079175,0.009486604067728499,0.011777367660240656,0.0068044668322079175,0.009486604067728499,0.011777367660240656,0.02806843871003768
92,0.027863771832182756,0.08314671533714448,0.9888112880907006,0.5730482300342117,0.5921453483690873,0.006732237574165862,0.009405349704143669,0.011726184476691798,0.006732237574165862,0.009405349704143669,0.011726184476691798,0.027863771832182756
93,0.027614633614475227,0.08192486017942428,0.9888894133146297,0.573589364715044,0.5925185662277496,0.006653549422983348,0.009304990504420676,0.011656093625969238,0.006653549422983348,0.009304990504420676,0.011656093625969238,0.027614633614475227
94,0.0273359103992746,0.08256648890674115,0.9889726172823933,0.5739209236196392,0.5926891882281277,0.0065626201524723385,0.009186238465954174,0.011587051730036983,0.0065626201524723385,0.009186238465954174,0.011587051730036983,0.0273359103992746
95,0.0271751054907372,0.08164561031652348,0.989016224666195,0.5740791725519613,0.5927698255737842,0.006506508541067043,0.00911576203610851,0.011552834858891466,0.006506508541067043,0.00911576203610851,0.011552834858891466,0.0271751054907372
96,0.026909266426150807,0.08191867879192744,0.9891061814944389,0.5742450900663987,0.5927764933906208,0.006432861123794886,0.009006261905315666,0.011470143377101718,0.006432861123794886,0.009006261905315666,0.011470143377101718,0.026909266426150807
97,0.026742622490395992,0.08187635697956597,0.9891385657517291,0.5749142354364554,0.593356385580084,0.006357008519258288,0.008929453390130763,0.011456160573288798,0.006357008519258288,0.008929453390130763,0.011456160573288798,0.026742622490395992
98,0.0266010914183124,0.08093063164768474,0.9891714538493868,0.5752971975842892,0.5936817894818375,0.0063018775197744206,0.008863781291981182,0.011435432625852155,0.0063018775197744206,0.008863781291981182,0.011435432625852155,0.0266010914183124
99,0.026352498693216736,0.08094105889488544,0.9892476003472976,0.5754843345169205,0.5937267827559571,0.0062246583189907905,0.008756298531947955,0.011371541841634811,0.0062246583189907905,0.008756298531947955,0.011371541841634811,0.026352498693216736
