window,n_assets,n_samples,masked_loss_mean,masked_loss_std,masked_cosine_mean,embedding_norm_mean,token_std_mean,checkpoint_epoch,checkpoint_global_step
w000,33,512,0.01272832219456177,0.003275864230816191,0.9872278954135254,13.960192069411278,1.0034186688717455,47,60864
