epoch,train_loss,val_loss
0,0.09299613397609142,0.12496127841840951,0,779889299,0,279940959,0,405103321
1,0.05956313429573204,0.11923451788019437,0,821346863,0,25799631,0,349638376
2,0.051807546242054615,0.11763417245446622,0,806719557,0,229147601,0,318671587
3,0.04141514110172098,0.09456121483418829,0,803940959,0,201586716,0,282121771
4,0.03304627584616431,0.0819378587196345,0,801269373,0,177136531,0,249841328
5,0.027969221427423228,0.07704496037982339,0,801188192,0,159881919,0,227228782
6,0.023624382231420795,0.0651951825282936,0,803745387,0,144922509,0,207889299
7,0.01983523796725745,0.06008247063475592,0,817859779,0,135505535,0,192306273
8,0.01739845135825966,0.05272359882793525,0,822863469,0,127892989,0,180933579
epoch,train_loss,val_loss,train_cosine_similarity,train_std_ctx,train_std_tgt
8,0.01608546906354212,0.04650988968138579,0.8169732296829261,0.11327606511628065,0.16657760908018868
9,0.014392658807926801,0.04280732997879815,0.8270004657656581,0.11072302200454037,0.1601093047785247
10,0.013688118758522062,0.04418833716450611,0.8270060982016056,0.10841423096361186,0.15649844278713082
11,0.013017894492678138,0.04025417945856306,0.8297987674984784,0.10701837040212082,0.15342414107899133
12,0.012752378813370031,0.04023813544922779,0.8284791924796394,0.10568092159785018,0.15168535290975604
13,0.012299096044923342,0.03973700752275811,0.8275510151517622,0.1027928210754545,0.14828951411380895
14,0.012093441462611713,0.038789716085702315,0.8267641723409921,0.10160654232342568,0.14686215507415115
15,0.011696332337775972,0.03847151059519997,0.8283700958748152,0.10095640106815892,0.14508684805827574
16,0.011507579177667477,0.039097256961703505,0.8290279870364533,0.10090792921596038,0.14437959878488826
17,0.011459194530926978,0.040068986854078205,0.827002928187404,0.09998542854855919,0.14345632861069146
18,0.011239708096544314,0.03706092218072304,0.8263460135033548,0.09937418895752724,0.14220261275966944
19,0.010821068053065036,0.03912933404108913,0.829831698851368,0.09883594814219053,0.14041192268380648
20,0.010699393365979047,0.03726270247609161,0.828164030799858,0.09797673100606741,0.13937100111199568
21,0.01060193783165763,0.03619921278350124,0.829471010672985,0.09871295088357353,0.13954514315331276
22,0.010347249451201426,0.03754570250547478,0.8309219997627018,0.09783181607113421,0.13801934385121403
