epoch,train_loss,val_loss,train_cosine_similarity,train_std_ctx,train_std_tgt
0,0.015455151325342252,0.0035147091074272177,0.9922415586319788,0.699202650617507,0.7223085360527859
1,0.007281854007223965,0.01586691256586351,0.9962873029101948,0.8787582617754127,0.8829014134808919
2,0.020042829280241807,0.04128926657696757,0.9893734704845338,0.8716847009785117,0.8831732477114953
3,0.03884919046699529,0.08806189789922879,0.9782381735596002,0.8139587749842725,0.8376127013563085
4,0.0504122012883353,0.12390553748303851,0.9702640322626847,0.7685312539964433,0.8007226225679421
5,0.048555746593803815,0.13746501785590065,0.9698605125697569,0.7392211228988406,0.7713774481835052
6,0.042566584337965334,0.1312750887472726,0.9721422548920664,0.7218123005557643,0.7507233240984131
7,0.0376795050606393,0.12804094065628907,0.9738934513503101,0.7061229176360552,0.7323097529426079
8,0.03347442938398671,0.11846464349248288,0.975414182851107,0.6909833213985274,0.7147901502105023
9,0.030449731922591514,0.10696013299961081,0.9762384948100591,0.6743837043637871,0.696595110596354
10,0.027566255493481052,0.09862902710093137,0.9771511616434557,0.6564652275743869,0.6771397508416833
11,0.0246355302880464,0.09114466864871015,0.9782651382334092,0.6376527543530499,0.6567081436899301
12,0.022601253229715918,0.08436201565190234,0.9787826806891198,0.6205080618635256,0.6384939337703507
13,0.020779301210248596,0.07670794868340916,0.9792288643902916,0.6020399780260315,0.6191059590657224
14,0.018991377246305015,0.07022593484664424,0.9798150237253699,0.5837992213007753,0.599895895060535
15,0.017362759812530944,0.06448996929297966,0.9803946907880342,0.5664651056602316,0.5816517737176683
16,0.015857926012751447,0.058827334363504534,0.9809886529800774,0.5500183842581574,0.5643232436084977
17,0.01465607647911242,0.05469607683438775,0.9813738866979247,0.5343712066144192,0.5479948200390516
18,0.013543266149466498,0.05102528372913704,0.9818210407635335,0.5201731593821276,0.5331181311139873
19,0.012491695914772477,0.04647492374799268,0.9822673657361198,0.5050179480809217,0.5173239950302092
20,0.011668830849217474,0.04361013393286085,0.982507229753487,0.4911523801910537,0.5029815734560481
21,0.010822680526347987,0.04035218991339207,0.9828767184748615,0.47777503898023205,0.4890707625549685
22,0.009817748849216424,0.03741879319945622,0.9835834783256198,0.463431249831114,0.474000764489789
23,0.009146836815042454,0.03458024073647489,0.9838603880137236,0.4495941600645372,0.4597563327568521
24,0.008482298210819418,0.03251160488272436,0.9842521263677967,0.4377731883652972,0.44746250209424515
25,0.007854559424992922,0.030125966095913902,0.9846581594411721,0.42616651769269975,0.4353873062203502
26,0.007260608537450028,0.02780542385671124,0.9851029704311766,0.4153857650238499,0.42413574630425976
27,0.006741507527026619,0.025795663916464952,0.9854610287778189,0.4046569258887045,0.41300447767528015
28,0.006256051758342042,0.024210178309655463,0.9858649011161839,0.3948955931202587,0.402840288266883
29,0.005831576166479067,0.022404312104582526,0.9862192112594935,0.3860357389197466,0.39361891689725376
30,0.005470375774225132,0.021120883014563777,0.98649901953357,0.37819896921858903,0.38546701431233404
31,0.005113491039956389,0.019917890931985396,0.9868261233243821,0.3695992421439558,0.37655409367830023
32,0.004844122396485376,0.018869583817405104,0.986968035852946,0.3618007452782381,0.36853956799963145
